Country,Feature,Elasticity
CA,Businesses_R&D expenditure_mean_YTD,0.0
CA,Businesses_R&D expenditure_yearly_avg_lag1,0.0
CA,Businesses_R&D expenditure_yearly_avg_lag2,0.0
CA,Businesses_R&D expenditure_yearly_avg_lag3,0.0
CA,Businesses_product development_mean_YTD,0.0
CA,Businesses_product development_yearly_avg_lag1,0.0
CA,Businesses_product development_yearly_avg_lag2,0.0
CA,Businesses_product development_yearly_avg_lag3,0.0
CA,Consulting Firms_innovation management_mean_YTD,0.0
CA,Consulting Firms_innovation management_yearly_avg_lag1,0.0
CA,Consulting Firms_innovation management_yearly_avg_lag2,0.0
CA,Consulting Firms_innovation management_yearly_avg_lag3,0.0
CA,Consulting Firms_innovation strategy_mean_YTD,0.0
CA,Consulting Firms_innovation strategy_yearly_avg_lag1,0.0
CA,Consulting Firms_innovation strategy_yearly_avg_lag2,0.0
CA,Consulting Firms_innovation strategy_yearly_avg_lag3,0.0
CA,Government agencies_government grants_mean_YTD,-6.424620092260621e-05
CA,Government agencies_government grants_yearly_avg_lag1,-1.245121323834962e-05
CA,Government agencies_government grants_yearly_avg_lag2,-0.0007741088480425759
CA,Government agencies_government grants_yearly_avg_lag3,-0.0005994429750429727
CA,Government agencies_research funding_mean_YTD,-0.0032928007754362038
CA,Government agencies_research funding_yearly_avg_lag1,0.001313158047513195
CA,Government agencies_research funding_yearly_avg_lag2,0.00041092378955762533
CA,Government agencies_research funding_yearly_avg_lag3,0.0009387532475821284
CA,Innovation Hubs_startup incubation_mean_YTD,0.0
CA,Innovation Hubs_startup incubation_yearly_avg_lag1,0.0
CA,Innovation Hubs_startup incubation_yearly_avg_lag2,0.0
CA,Innovation Hubs_startup incubation_yearly_avg_lag3,0.0
CA,Innovation Hubs_technology park_mean_YTD,-0.001217330222941875
CA,Innovation Hubs_technology park_yearly_avg_lag1,0.00039478479534849493
CA,Innovation Hubs_technology park_yearly_avg_lag2,0.0002483138654380098
CA,Innovation Hubs_technology park_yearly_avg_lag3,0.0002640923392919508
CA,Month,-0.005012289029869979
CA,Patent Attorneys_patent attorney_mean_YTD,-0.00102629161659523
CA,Patent Attorneys_patent attorney_yearly_avg_lag1,0.00039183632965901895
CA,Patent Attorneys_patent attorney_yearly_avg_lag2,0.00025058394404045575
CA,Patent Attorneys_patent attorney_yearly_avg_lag3,0.0002006314781723514
CA,Patent Attorneys_patent registration_mean_YTD,-0.0005508489065241226
CA,Patent Attorneys_patent registration_yearly_avg_lag1,0.0004454819088829437
CA,Patent Attorneys_patent registration_yearly_avg_lag2,0.00029797556312734095
CA,Patent Attorneys_patent registration_yearly_avg_lag3,0.0003300780270365067
CA,R&D Employees_R&D jobs_mean_YTD,-0.0006501683472907321
CA,R&D Employees_R&D jobs_yearly_avg_lag1,0.00024254578257246214
CA,R&D Employees_R&D jobs_yearly_avg_lag2,0.00017717599394311565
CA,R&D Employees_R&D jobs_yearly_avg_lag3,0.00013422668750624119
CA,Research Institutions_collaboration with industry_mean_YTD,0.0
CA,Research Institutions_collaboration with industry_yearly_avg_lag1,0.0
CA,Research Institutions_collaboration with industry_yearly_avg_lag2,0.0
CA,Research Institutions_collaboration with industry_yearly_avg_lag3,0.0
CA,Research Institutions_research grant_mean_YTD,0.0
CA,Research Institutions_research grant_yearly_avg_lag1,0.0
CA,Research Institutions_research grant_yearly_avg_lag2,0.0
CA,Research Institutions_research grant_yearly_avg_lag3,0.0
CA,Tax Authorities_R&D tax credit_mean_YTD,-9.075365945195259e-05
CA,Tax Authorities_R&D tax credit_yearly_avg_lag1,3.880467440555343e-05
CA,Tax Authorities_R&D tax credit_yearly_avg_lag2,-6.427555539806734e-05
CA,Tax Authorities_R&D tax credit_yearly_avg_lag3,-2.2526928651425426e-05
CA,VCs_VC investment_mean_YTD,-5.074037942522996e-05
CA,VCs_VC investment_yearly_avg_lag1,-2.011575974569085e-05
CA,VCs_VC investment_yearly_avg_lag2,-0.00011074927925590366
CA,VCs_VC investment_yearly_avg_lag3,-0.0002281215291605481
CA,VCs_startup funding_mean_YTD,-0.0010677197574618584
CA,VCs_startup funding_yearly_avg_lag1,0.0005074937836804066
CA,VCs_startup funding_yearly_avg_lag2,0.0005182162448950441
CA,VCs_startup funding_yearly_avg_lag3,0.0005091197481834247
CA,Year,-0.01341161783108668
CA,export_vol_lag1,5.4899033724605916e-05
CA,export_vol_lag2,-7.952628285795894e-05
CA,export_vol_lag3,-6.77301799793983e-05
CA,gdpca_lag1,-0.006737273510906004
CA,gdpca_lag2,0.014401356260021848
CA,gdpca_lag3,-0.015262220929106398
CA,import_vol_lag1,0.0003735590038031073
CA,import_vol_lag2,0.00015245200458828607
CA,import_vol_lag3,0.00013925350458227894
CA,inflation_lag1,0.0011820857707906755
CA,inflation_lag2,0.0012226750815076933
CA,inflation_lag3,0.0011287225902290835
CA,population_lag1,0.0006336085384734155
CA,population_lag2,0.0006752619033514131
CA,population_lag3,0.00067917404624994
CA,rd_expenditure_lag1,0.5996737404215721
CA,rd_expenditure_lag2,0.21852417840592323
CA,rd_expenditure_lag3,0.175735634493251
CA,rd_expenditure_missing_lag1,0.0
CA,rd_expenditure_missing_lag2,0.0
CA,rd_expenditure_missing_lag3,0.0
CA,unemp_rate_lag1,-0.0004184199192921721
CA,unemp_rate_lag2,-0.00044589135239572986
CA,unemp_rate_lag3,-0.00043785785559110436
CH,Businesses_R&D expenditure_mean_YTD,0.0
CH,Businesses_R&D expenditure_yearly_avg_lag1,0.0
CH,Businesses_R&D expenditure_yearly_avg_lag2,0.0
CH,Businesses_R&D expenditure_yearly_avg_lag3,0.0
CH,Businesses_product development_mean_YTD,-0.002775718002729783
CH,Businesses_product development_yearly_avg_lag1,0.001308849408468675
CH,Businesses_product development_yearly_avg_lag2,0.000947648563028668
CH,Businesses_product development_yearly_avg_lag3,0.0010016533377070335
CH,Consulting Firms_innovation management_mean_YTD,0.0
CH,Consulting Firms_innovation management_yearly_avg_lag1,0.0
CH,Consulting Firms_innovation management_yearly_avg_lag2,0.0
CH,Consulting Firms_innovation management_yearly_avg_lag3,0.0
CH,Consulting Firms_innovation strategy_mean_YTD,-0.001292777958172207
CH,Consulting Firms_innovation strategy_yearly_avg_lag1,0.00044315076701466403
CH,Consulting Firms_innovation strategy_yearly_avg_lag2,0.00046369342873644895
CH,Consulting Firms_innovation strategy_yearly_avg_lag3,0.0004382610198133209
CH,Government agencies_government grants_mean_YTD,0.0
CH,Government agencies_government grants_yearly_avg_lag1,0.0
CH,Government agencies_government grants_yearly_avg_lag2,0.0
CH,Government agencies_government grants_yearly_avg_lag3,0.0
CH,Government agencies_research funding_mean_YTD,0.0
CH,Government agencies_research funding_yearly_avg_lag1,0.0
CH,Government agencies_research funding_yearly_avg_lag2,0.0
