Country,Feature,Elasticity
CA,Businesses_R&D expenditure_mean_YTD,0.0
CA,Businesses_R&D expenditure_yearly_avg_lag1,0.0
CA,Businesses_R&D expenditure_yearly_avg_lag2,0.0
CA,Businesses_R&D expenditure_yearly_avg_lag3,0.0
CA,Businesses_product development_mean_YTD,0.0
CA,Businesses_product development_yearly_avg_lag1,0.0
CA,Businesses_product development_yearly_avg_lag2,0.0
CA,Businesses_product development_yearly_avg_lag3,0.0
CA,Consulting Firms_innovation management_mean_YTD,0.0
CA,Consulting Firms_innovation management_yearly_avg_lag1,0.0
CA,Consulting Firms_innovation management_yearly_avg_lag2,0.0
CA,Consulting Firms_innovation management_yearly_avg_lag3,0.0
CA,Consulting Firms_innovation strategy_mean_YTD,0.0
CA,Consulting Firms_innovation strategy_yearly_avg_lag1,0.0
CA,Consulting Firms_innovation strategy_yearly_avg_lag2,0.0
CA,Consulting Firms_innovation strategy_yearly_avg_lag3,0.0
CA,Government agencies_government grants_mean_YTD,-0.0020570244182900135
CA,Government agencies_government grants_yearly_avg_lag1,-3.308280801643231e-05
CA,Government agencies_government grants_yearly_avg_lag2,-0.0003165291423483136
CA,Government agencies_government grants_yearly_avg_lag3,-0.00020066088979928603
CA,Government agencies_research funding_mean_YTD,-0.0034680619056621986
CA,Government agencies_research funding_yearly_avg_lag1,0.0002937831979990381
CA,Government agencies_research funding_yearly_avg_lag2,0.00032014955063312947
CA,Government agencies_research funding_yearly_avg_lag3,0.00044849934535206204
CA,Innovation Hubs_startup incubation_mean_YTD,0.0
CA,Innovation Hubs_startup incubation_yearly_avg_lag1,0.0
CA,Innovation Hubs_startup incubation_yearly_avg_lag2,0.0
CA,Innovation Hubs_startup incubation_yearly_avg_lag3,0.0
CA,Innovation Hubs_technology park_mean_YTD,-0.0010629726181392589
CA,Innovation Hubs_technology park_yearly_avg_lag1,0.00010955046170913134
CA,Innovation Hubs_technology park_yearly_avg_lag2,0.00014516629346490522
CA,Innovation Hubs_technology park_yearly_avg_lag3,0.00017316588605500592
CA,Month,-0.002029354929536273
CA,Patent Attorneys_patent attorney_mean_YTD,-0.0007232124393809617
CA,Patent Attorneys_patent attorney_yearly_avg_lag1,6.130996184618844e-05
CA,Patent Attorneys_patent attorney_yearly_avg_lag2,5.433637317412743e-05
CA,Patent Attorneys_patent attorney_yearly_avg_lag3,5.4374962236315406e-05
CA,Patent Attorneys_patent registration_mean_YTD,-0.000607098035106901
CA,Patent Attorneys_patent registration_yearly_avg_lag1,9.885988625800594e-05
CA,Patent Attorneys_patent registration_yearly_avg_lag2,8.268401434472781e-05
CA,Patent Attorneys_patent registration_yearly_avg_lag3,0.00011286523111911881
CA,R&D Employees_R&D jobs_mean_YTD,-0.0003217052729357214
CA,R&D Employees_R&D jobs_yearly_avg_lag1,0.0001620044682743854
CA,R&D Employees_R&D jobs_yearly_avg_lag2,0.00014315007611296625
CA,R&D Employees_R&D jobs_yearly_avg_lag3,0.00014851439616670118
CA,Research Institutions_collaboration with industry_mean_YTD,0.0
CA,Research Institutions_collaboration with industry_yearly_avg_lag1,0.0
CA,Research Institutions_collaboration with industry_yearly_avg_lag2,0.0
CA,Research Institutions_collaboration with industry_yearly_avg_lag3,0.0
CA,Research Institutions_research grant_mean_YTD,0.0
CA,Research Institutions_research grant_yearly_avg_lag1,0.0
CA,Research Institutions_research grant_yearly_avg_lag2,0.0
CA,Research Institutions_research grant_yearly_avg_lag3,0.0
CA,Tax Authorities_R&D tax credit_mean_YTD,-0.00012855916464896806
CA,Tax Authorities_R&D tax credit_yearly_avg_lag1,8.784954734437633e-05
CA,Tax Authorities_R&D tax credit_yearly_avg_lag2,4.3290264254885125e-05
CA,Tax Authorities_R&D tax credit_yearly_avg_lag3,5.2736950525403726e-05
CA,VCs_VC investment_mean_YTD,-4.660709213743347e-05
CA,VCs_VC investment_yearly_avg_lag1,0.0001162393646800117
CA,VCs_VC investment_yearly_avg_lag2,-2.205041007601399e-05
CA,VCs_VC investment_yearly_avg_lag3,-1.8956823871649836e-05
CA,VCs_startup funding_mean_YTD,-0.0005889643211518096
CA,VCs_startup funding_yearly_avg_lag1,0.0003575827414102429
CA,VCs_startup funding_yearly_avg_lag2,0.0004284526751146792
CA,VCs_startup funding_yearly_avg_lag3,0.00043607082328626055
CA,Year,-0.006176671560012525
CA,export_vol_lag1,4.717505037426177e-05
CA,export_vol_lag2,4.933735870567503e-06
CA,export_vol_lag3,-2.4406999372947593e-05
CA,gdpca_lag1,0.060575578770329874
CA,gdpca_lag2,-0.006363190897524962
CA,gdpca_lag3,-0.04508867184481313
CA,import_vol_lag1,0.0002014090795308866
CA,import_vol_lag2,0.00015041744934405282
CA,import_vol_lag3,8.370297816708767e-05
CA,inflation_lag1,0.0008855948059429084
CA,inflation_lag2,0.0007481948709145428
CA,inflation_lag3,0.0006896835934904013
CA,population_lag1,0.00048400820576775474
CA,population_lag2,0.0004937652810997773
CA,population_lag3,0.0004951053163583104
CA,rd_expenditure_lag1,0.5129656634023113
CA,rd_expenditure_lag2,0.27097457474277864
CA,rd_expenditure_lag3,0.20446394893430894
CA,rd_expenditure_missing_lag1,0.0
CA,rd_expenditure_missing_lag2,0.0
CA,rd_expenditure_missing_lag3,0.0
CA,unemp_rate_lag1,-0.00015166667127349714
CA,unemp_rate_lag2,-0.0001893058337754478
CA,unemp_rate_lag3,-0.00018582177880958743
CH,Businesses_R&D expenditure_mean_YTD,0.0
CH,Businesses_R&D expenditure_yearly_avg_lag1,0.0
CH,Businesses_R&D expenditure_yearly_avg_lag2,0.0
CH,Businesses_R&D expenditure_yearly_avg_lag3,0.0
CH,Businesses_product development_mean_YTD,-0.0015402141656349635
CH,Businesses_product development_yearly_avg_lag1,0.000543144875250402
CH,Businesses_product development_yearly_avg_lag2,0.00043445825992551235
CH,Businesses_product development_yearly_avg_lag3,0.00045112704641983977
CH,Consulting Firms_innovation management_mean_YTD,0.0
CH,Consulting Firms_innovation management_yearly_avg_lag1,0.0
CH,Consulting Firms_innovation management_yearly_avg_lag2,0.0
CH,Consulting Firms_innovation management_yearly_avg_lag3,0.0
CH,Consulting Firms_innovation strategy_mean_YTD,-0.0005667205542046023
CH,Consulting Firms_innovation strategy_yearly_avg_lag1,0.00015944120187192485
CH,Consulting Firms_innovation strategy_yearly_avg_lag2,0.0001828799827308103
CH,Consulting Firms_innovation strategy_yearly_avg_lag3,0.00018656635958385387
CH,Government agencies_government grants_mean_YTD,0.0
CH,Government agencies_government grants_yearly_avg_lag1,0.0
CH,Government agencies_government grants_yearly_avg_lag2,0.0
CH,Government agencies_government grants_yearly_avg_lag3,0.0
CH,Government agencies_research funding_mean_YTD,0.0
CH,Government agencies_research funding_yearly_avg_lag1,0.0
CH,Government agencies_research funding_yearly_avg_lag2,0.0
